""	"Gene"	"GSM6160812"	"GSM6160813"	"GSM6160814"	"GSM6160821"	"GSM6160822"	"GSM6160823"
"16029"	"MGAM"	978	908	818	208	260	267
"16030"	"MGAM2"	12	14	20	4	2	4
"16031"	"MOXD2P"	0	0	0	0	0	0
"16032"	"PRSS58"	0	0	0	0	0	0
"16033"	"PRSS59P"	0	0	0	0	0	0
"16034"	"TRBV1"	0	0	0	0	0	0
"16035"	"TRBV2"	0	0	0	0	0	0
"16036"	"LOC105375539"	0	0	0	0	0	0
"16037"	"TRBV3-1"	0	0	0	0	0	0
"16038"	"TRBV4-1"	0	0	0	0	0	0
"16039"	"TRBV5-1"	0	0	0	0	0	0
"16040"	"TRBV6-1"	0	0	0	0	0	0
"16041"	"TRBV7-1"	0	0	0	0	0	0
"16042"	"TRBV4-2"	0	0	0	0	0	0
"16043"	"TRBV6-3"	0	0	0	0	0	0
"16044"	"TRBV7-2"	0	0	0	0	0	0
"16045"	"TRBV8-1"	0	0	0	0	0	0
"16046"	"TRBV5-2"	0	0	0	0	0	0
"16047"	"TRBV6-4"	0	0	0	0	0	0
"16048"	"TRBV7-3"	0	0	0	0	0	0
"16049"	"TRBV8-2"	0	0	0	0	0	0
"16050"	"TRBV5-3"	0	0	0	0	0	0
"16051"	"TRBV9"	0	0	0	0	0	0
"16052"	"TRBV10-1"	0	0	0	0	0	0
"16053"	"TRBV11-1"	0	0	0	0	0	0
"16054"	"TRBV12-1"	0	0	0	0	0	0
"16055"	"TRBV10-2"	0	0	0	0	0	0
"16056"	"TRBV11-2"	0	0	0	0	0	0
"16057"	"TRBV12-2"	0	0	0	0	0	0
"16058"	"TRBV6-5"	0	0	0	0	0	0
"16059"	"TRBV7-4"	0	0	0	0	0	0
"16060"	"LOC107986855"	0	0	0	0	0	0
"16061"	"TRBV5-4"	0	0	0	0	0	0
"16062"	"LOC105379749"	0	0	0	0	0	0
"16063"	"TRBV6-6"	0	0	0	0	0	0
"16064"	"TRBV7-5"	0	0	0	0	0	0
"16065"	"MIR11400"	0	0	0	0	0	0
"16066"	"TRBV5-5"	0	0	0	0	0	0
"16067"	"TRBV6-7"	0	0	0	0	0	0
"16068"	"TRBV7-6"	0	0	0	0	0	0
"16069"	"TRBV5-6"	0	0	0	0	0	0
"16070"	"TRBV6-8"	0	0	0	0	0	0
"16071"	"TRBV7-7"	0	0	0	0	0	0
"16072"	"TRBV5-7"	0	0	0	0	0	0
"16073"	"TRBV7-9"	0	0	0	0	0	0
"16074"	"TRBV13"	0	0	0	0	0	0
"16075"	"TRBV10-3"	0	0	0	0	0	0
"16076"	"TRBV11-3"	0	0	0	0	0	0
"16077"	"TRBV12-3"	0	0	0	0	0	0
"16078"	"TRBV12-4"	0	1	0	0	0	2
"16079"	"TRBV12-5"	0	0	0	0	0	0
"16080"	"TRBV14"	0	0	2	0	0	0
"16081"	"TRBV15"	0	0	0	0	0	0
"16082"	"TRBV16"	0	0	0	0	0	0
"16083"	"TRBV17"	0	0	0	0	0	0
"16084"	"TRBV18"	0	0	0	0	0	0
"16085"	"TRBV19"	0	0	0	0	0	0
"16086"	"TRBV20-1"	0	0	0	0	0	0
"16087"	"TRBV21-1"	0	0	0	0	0	0
"16088"	"TRBV22-1"	0	0	0	0	0	0
"16089"	"TRBV23-1"	0	0	0	0	0	0
"16090"	"TRBV24-1"	0	0	0	0	0	0
"16091"	"MTRNR2L6"	0	0	0	0	0	0
"16092"	"TRBV25-1"	0	0	0	0	0	0
"16093"	"TRBVA"	0	0	0	0	0	0
"16094"	"TRBV26"	0	0	0	0	0	0
"16095"	"TRBVB"	0	0	0	0	0	0
"16096"	"TRBV27"	0	0	0	0	0	0
"16097"	"TRBV28"	0	0	0	0	0	0
"16098"	"PRSS1"	0	0	0	0	0	0
"16099"	"TRBV29-1"	0	0	0	0	0	0
"16100"	"PRSS2"	0	0	0	0	0	0
"16101"	"TRBD1"	0	0	0	0	0	0
"16102"	"TRBJ1-1"	0	0	0	0	0	0
"16103"	"TRBJ1-2"	0	0	0	0	0	0
"16104"	"TRBJ1-3"	0	0	0	0	0	0
"16105"	"TRBJ1-4"	0	0	0	0	0	0
"16106"	"TRBJ1-5"	0	0	0	0	0	0
"16107"	"TRBJ1-6"	0	0	0	0	0	0
"16108"	"TRBC1"	0	0	0	1	0	0
"16109"	"TRBD2"	0	0	0	0	0	0
"16110"	"TRBJ2-1"	0	0	0	0	0	0
"16111"	"TRBJ2-2"	0	0	0	0	0	0
"16112"	"TRBJ2-2P"	0	0	0	0	0	0
"16113"	"TRBJ2-3"	0	0	0	0	0	0
"16114"	"TRBJ2-4"	0	0	0	0	0	0
"16115"	"TRBJ2-5"	0	0	0	0	0	0
"16116"	"TRBJ2-6"	0	0	0	0	0	0
"16117"	"TRBJ2-7"	0	0	0	0	0	0
"16118"	"TRBC2"	0	1	0	0	0	0
"16119"	"TRBV30"	0	0	0	0	0	0
"16120"	"LOC105375541"	0	0	0	0	0	2
"16121"	"EPHB6"	100	124	102	217	196	215
"16122"	"TRPV6"	0	5	0	6	0	7
"16123"	"TRPV5"	0	0	0	2	0	0
"16124"	"LOC105375542"	0	0	0	0	0	0
"16125"	"LOC105375543"	0	0	0	0	2	0
"16126"	"LLCFC1"	0	0	2	0	0	0
"16127"	"KEL"	10	6	16	4	5	2
"16128"	"OR9A2"	0	0	0	0	0	0
"16129"	"LOC105375544"	0	4	0	3	0	2
"16130"	"OR6V1"	0	0	0	0	0	0
"16131"	"OR6W1P"	0	0	0	0	0	0
"16132"	"PIP"	137	94	91	56	55	63
"16133"	"TAS2R39"	0	0	0	0	0	0
"16134"	"TAS2R40"	0	0	0	0	0	0
"16135"	"LOC105375546"	1	2	2	1	2	1
"16136"	"TMEM139-AS1"	7	2	8	6	6	2
"16137"	"GSTK1"	3728	3977	4073	3960	3825	3769
"16138"	"TMEM139"	103	92	99	44	59	92
"16139"	"CASP2"	1713	1812	1720	1501	1563	1558
"16140"	"CLCN1"	0	0	0	2	2	6
"16141"	"FAM131B"	116	100	108	329	335	337
"16142"	"FAM131B-AS1"	0	0	0	0	0	0
"16143"	"FAM131B-AS2"	163	199	156	418	358	389
"16144"	"ZYX"	2832	3036	3107	8167	8208	7255
"16145"	"MIR6892"	2	0	0	1	1	1
"16146"	"EPHA1"	245	276	256	685	637	582
"16147"	"EPHA1-AS1"	1	1	2	1	1	1
"16148"	"TAS2R60"	0	0	0	0	0	0
"16149"	"TAS2R41"	0	0	0	0	0	0
"16150"	"LOC105375547"	0	0	0	0	0	0
"16151"	"OR10AC1"	0	0	1	4	0	0
"16152"	"CTAGE15"	3	2	2	0	1	1
"16153"	"LOC101928466"	18	16	15	6	8	11
"16154"	"TCAF2"	32	32	43	31	40	21
"16155"	"CTAGE6"	3	2	2	1	2	2
"16156"	"TCAF2P1"	8	6	10	6	7	4
"16157"	"LOC154761"	11	20	21	18	19	8
"16158"	"LOC112267988"	21	16	14	9	10	11
"16159"	"TCAF1"	4127	3839	3789	2862	3254	3213
"16160"	"LOC105375549"	2	2	6	2	2	1
"16161"	"OR2F1"	0	1	1	0	0	0
"16162"	"OR2F2"	0	0	0	0	0	0
"16163"	"OR6B1"	0	0	0	0	0	0
"16164"	"OR2A5"	0	0	0	0	0	0
"16165"	"LOC105375548"	0	0	0	0	0	0
"16166"	"OR2A25"	0	0	0	0	0	0
"16167"	"OR2A12"	0	0	0	0	0	0
"16168"	"OR2A2"	0	0	0	0	0	0
"16169"	"OR2A14"	0	0	0	0	0	0
"16170"	"CTAGE4"	3	4	4	2	3	3
"16171"	"ARHGEF35"	40	25	23	36	34	40
"16172"	"ARHGEF35-AS1"	7	9	7	8	3	7
"16173"	"LOC112267987"	1	0	1	0	1	1
"16174"	"OR2A42"	0	0	0	0	1	0
"16175"	"OR2A1-AS1"	10	11	11	8	4	13
"16176"	"OR2A20P"	2	3	6	8	6	5
"16177"	"OR2A7"	0	0	0	1	1	0
"16178"	"ARHGEF34P"	105	85	96	102	102	108
"16179"	"CTAGE8"	2	4	3	1	2	2
"16180"	"OR2A9P"	1	3	7	5	5	6
"16181"	"OR2A1"	0	0	0	0	1	0
"16182"	"ARHGEF5"	266	224	239	295	269	253
"16183"	"NOBOX"	0	0	0	0	0	2
"16184"	"TPK1"	138	94	117	102	115	117
"16185"	"LOC105375552"	0	0	0	0	0	0
"16186"	"LOC105375551"	0	0	0	0	0	0
"16187"	"LOC105375553"	7	1	1	2	2	2
"16188"	"CNTNAP2"	184	173	196	339	271	312
"16189"	"CNTNAP2-AS1"	0	0	0	0	0	0
"16190"	"MIR548F4"	0	0	0	0	0	0
"16191"	"LOC107986721"	0	0	0	0	0	0
"16192"	"LOC105375556"	0	0	0	0	0	0
"16193"	"LOC105375554"	0	0	0	0	0	0
"16194"	"C7orf33"	0	0	0	0	0	0
"16195"	"LOC105375557"	0	0	0	0	0	0
"16196"	"CUL1"	4259	4238	4226	4176	4328	4603
"16197"	"EZH2"	1863	1839	1778	1550	1766	1661
"16198"	"RNY5"	0	0	0	0	0	0
"16199"	"RNY4"	0	0	0	0	0	0
"16200"	"RNY3"	0	0	0	0	0	0
"16201"	"RNY1"	4	0	2	0	0	0
"16202"	"GHET1"	33	33	38	25	28	25
"16203"	"PDIA4"	10743	10690	11013	10013	9866	9428
"16204"	"ZNF786"	413	339	361	465	425	432
"16205"	"ZNF425"	82	98	110	89	110	108
"16206"	"ZNF398"	898	774	852	855	785	884
"16207"	"LOC107986856"	29	34	33	20	30	17
"16208"	"ZNF282"	1413	1459	1439	1584	1623	1587
"16209"	"ZNF212"	330	389	373	481	603	465
"16210"	"ZNF783"	441	505	380	314	365	319
"16211"	"LOC155060"	236	257	234	140	169	142
"16212"	"TRC-GCA1-1"	0	0	0	0	0	0
"16213"	"TRC-GCA9-2"	0	0	0	0	0	0
"16214"	"TRC-GCA13-1"	0	0	0	0	0	0
"16215"	"TRC-GCA18-1"	0	0	0	0	0	0
"16216"	"TRC-GCA10-1"	0	0	0	0	0	0
"16217"	"LOC105375559"	2	0	0	0	0	0
"16218"	"LOC101928733"	0	0	0	0	0	0
"16219"	"TRC-GCA11-1"	0	0	0	0	0	0
"16220"	"ZNF777"	1063	1215	1184	1167	1232	1023
"16221"	"ZNF746"	1472	1419	1410	1616	1736	1621
"16222"	"TRC-GCA16-1"	1	2	2	3	1	3
"16223"	"ZNF767P"	231	215	217	263	295	217
"16224"	"TRC-GCA22-1"	4	5	6	2	0	1
"16225"	"TRC-GCA15-1"	0	1	0	0	0	0
"16226"	"TRC-GCA3-1"	0	0	0	0	0	0
"16227"	"TRC-GCA23-1"	0	0	0	0	0	0
"16228"	"TRC-GCA20-1"	0	0	0	0	0	0
"16229"	"TRS-AGA5-1"	0	0	1	0	3	2
"16230"	"TRC-GCA19-1"	0	2	0	0	0	0
"16231"	"TRC-GCA9-3"	0	0	0	0	0	0
"16232"	"TRC-GCA12-1"	0	0	0	0	0	0
"16233"	"TRC-GCA21-1"	0	0	0	0	0	0
"16234"	"TRC-GCA17-1"	0	0	0	0	0	0
"16235"	"TRC-GCA9-4"	0	0	0	0	0	0
"16236"	"KRBA1"	316	343	293	427	334	352
"16237"	"ZNF467"	413	468	446	238	205	205
"16238"	"SSPOP"	143	152	127	115	98	72
"16239"	"ZNF862"	622	635	599	500	467	462
"16240"	"ATP6V0E2-AS1"	111	131	151	93	99	82
"16241"	"ATP6V0E2"	3365	3664	3735	3525	3328	3388
"16242"	"ACTR3C"	42	44	43	37	28	37
"16243"	"LOC100134040"	0	0	0	0	0	0
"16244"	"LRRC61"	0	0	2	8	6	6
"16245"	"ZBED10P"	0	2	4	6	0	6
"16246"	"LOC105375560"	0	0	0	1	0	0
"16247"	"RARRES2"	0	0	0	0	2	0
"16248"	"LOC107986858"	0	0	0	0	0	0
"16249"	"REPIN1-AS1"	45	47	53	42	46	40
"16250"	"REPIN1"	6028	6006	5845	4634	4539	4287
"16251"	"ZNF775"	183	204	196	215	203	203
"16252"	"ZNF775-AS1"	16	12	13	4	10	19
"16253"	"LOC107986859"	26	23	29	29	18	33
"16254"	"LOC728743"	201	257	265	113	128	139
"16255"	"LINC00996"	8	2	6	2	2	3
"16256"	"GIMAP8"	0	0	0	0	1	0
"16257"	"GIMAP7"	0	0	0	0	0	0
"16258"	"LOC107986860"	0	0	0	0	0	0
"16259"	"GIMAP4"	0	0	0	0	0	0
"16260"	"GIMAP6"	0	0	0	2	0	0
"16261"	"GIMAP2"	22	14	16	9	5	10
"16262"	"GIMAP1-GIMAP5"	0	0	0	0	2	1
"16263"	"GIMAP1"	0	0	0	0	0	0
"16264"	"GIMAP5"	0	0	0	0	2	1
"16265"	"LOC105375566"	0	0	0	0	0	0
"16266"	"TMEM176B"	0	9	0	0	6	6
"16267"	"TMEM176A"	2	4	6	2	2	1
"16268"	"LOC105375567"	4	2	0	0	0	0
"16269"	"AOC1"	0	2	2	0	0	0
"16270"	"KCNH2"	63	82	80	87	71	82
"16271"	"NOS3"	5	7	10	10	12	5
"16272"	"ATG9B"	12	9	8	21	17	30
"16273"	"ABCB8"	2226	2304	2230	2495	2420	2474
"16274"	"ASIC3"	338	447	452	341	344	238
"16275"	"CDK5"	963	966	987	1005	1138	1014
"16276"	"SLC4A2"	14279	14673	14232	18670	18953	17227
"16277"	"FASTK"	2506	2758	2750	2601	2497	2324
"16278"	"TMUB1"	1324	1492	1551	1541	1473	1300
"16279"	"AGAP3"	1617	1762	1657	1714	1821	1670
"16280"	"LOC107986862"	2	2	2	11	3	9
"16281"	"GBX1"	2	4	2	7	6	1
"16282"	"ASB10"	0	0	0	0	0	0
"16283"	"IQCA1L"	0	0	0	0	0	0
"16284"	"ABCF2-H2BK1"	1852	1699	1796	1712	1764	1777
"16285"	"H2BK1"	4	1	3	2	1	1
"16286"	"ABCF2"	2981	2739	2968	2835	2843	2827
"16287"	"CHPF2"	1827	1905	1912	2351	2312	2285
"16288"	"MIR671"	57	61	81	72	78	78
"16289"	"SMARCD3"	1036	1078	1093	930	1020	1000
"16290"	"NUB1"	3448	3337	3376	2677	2822	3009
"16291"	"WDR86"	274	295	270	181	200	222
"16292"	"WDR86-AS1"	0	2	0	0	0	0
"16293"	"CRYGN"	4	6	2	0	0	0
"16294"	"MIR3907"	0	0	0	0	0	0
"16295"	"RHEB"	4307	4214	4219	4637	4673	4546
"16296"	"PRKAG2"	1335	1342	1307	1372	1328	1386
"16297"	"PRKAG2-AS2"	0	0	0	0	0	0
"16298"	"PRKAG2-AS1"	16	14	25	22	24	5
"16299"	"LOC105375570"	0	0	0	0	0	0
"16300"	"LOC105375571"	0	0	0	0	0	0
"16301"	"GALNTL5"	0	0	0	0	0	0
"16302"	"GALNT11"	2055	2233	2180	1916	2063	1996
"16303"	"LOC731075"	9	23	10	6	0	4
"16304"	"KMT2C"	2015	1819	1567	1928	2013	1994
"16305"	"FABP5P3"	2	2	0	0	1	1
"16306"	"LINC01003"	133	139	136	89	126	75
"16307"	"LOC105375574"	0	0	0	2	0	0
"16308"	"XRCC2"	1042	977	947	761	795	821
"16309"	"ACTR3B"	463	463	496	437	442	407
"16310"	"LOC102723686"	0	0	0	0	0	0
"16311"	"LOC105375577"	0	0	0	0	0	0
"16312"	"LINC01287"	0	0	0	0	0	0
"16313"	"LOC105375578"	0	0	0	0	0	0
"16314"	"LOC105375579"	0	0	0	0	0	0
"16315"	"LOC107986750"	0	0	0	0	0	0
"16316"	"DPP6"	0	0	0	0	0	0
"16317"	"LOC107986722"	0	0	0	0	0	0
"16318"	"LOC101929998"	0	0	0	0	0	0
"16319"	"LOC107984014"	0	0	0	0	0	0
"16320"	"LOC105375582"	0	0	0	0	0	0
"16321"	"LOC112267989"	0	0	0	0	0	0
"16322"	"LOC105375581"	0	0	0	0	0	0
"16323"	"LOC105375580"	0	0	0	0	0	0
"16324"	"PAXIP1-AS2"	281	254	274	245	239	225
"16325"	"PAXIP1"	1201	1262	1344	1310	1332	1288
"16326"	"PAXIP1-DT"	242	249	245	219	242	219
"16327"	"HTR5A-AS1"	0	0	0	0	0	0
"16328"	"HTR5A"	0	0	0	0	0	0
"16329"	"LOC105375584"	0	0	0	0	0	0
"16330"	"LOC105375586"	4	0	4	14	25	18
"16331"	"LOC105375587"	0	0	0	0	1	0
"16332"	"LOC105375588"	0	0	0	0	0	0
"16333"	"LOC105375589"	0	0	0	0	0	0
"16334"	"INSIG1-DT"	102	148	154	97	101	88
"16335"	"INSIG1"	6531	6629	6275	8118	8287	8633
"16336"	"LOC105375592"	0	0	0	0	0	0
"16337"	"BLACE"	0	1	0	1	0	0
"16338"	"LOC105375593"	0	0	0	0	0	0
"16339"	"LINC03010"	0	0	0	0	0	0
"16340"	"LOC105375594"	0	0	2	0	0	0
"16341"	"EN2"	126	163	145	160	144	122
"16342"	"LOC107986863"	0	0	0	0	0	0
"16343"	"CNPY1"	2	7	4	2	2	2
"16344"	"RBM33-DT"	287	250	259	296	282	253
"16345"	"RBM33"	2736	2478	2282	2225	2406	2539
"16346"	"SHH"	190	282	263	474	496	435
"16347"	"LOC389602"	6	4	6	0	14	2
"16348"	"LOC105375597"	0	0	0	0	0	0
"16349"	"LOC105375603"	0	0	0	0	0	0
"16350"	"LOC105375602"	0	0	0	0	0	0
"16351"	"LOC105375601"	0	0	0	0	0	0
"16352"	"LOC105375599"	0	0	0	0	0	0
"16353"	"LOC285889"	0	0	0	0	0	0
"16354"	"RNF32-DT"	238	243	284	257	291	250
"16355"	"LOC112268012"	0	0	0	0	0	0
"16356"	"LINC00244"	0	0	0	0	0	0
"16357"	"RNF32"	148	125	139	125	129	147
"16358"	"RNF32-AS1"	45	31	41	47	53	37
"16359"	"LMBR1"	4122	3859	3644	3842	4167	4131
"16360"	"LOC102723795"	3	0	7	5	6	6
"16361"	"LOC105375604"	1	0	0	0	4	0
"16362"	"LOC105375605"	0	0	0	0	0	0
"16363"	"NOM1"	1389	1265	1303	1283	1294	1291
"16364"	"MNX1"	244	314	295	339	351	286
"16365"	"MNX1-AS2"	12	10	18	13	15	9
"16366"	"MNX1-AS1"	216	200	180	155	123	168
"16367"	"LOC105375607"	0	0	0	0	0	0
"16368"	"UBE3C"	6505	5956	6014	6991	7103	7132
"16369"	"DNAJB6"	3435	3395	3553	3504	3643	3526
"16370"	"LOC101927914"	0	0	0	0	0	0
"16371"	"LOC105375610"	0	0	0	0	0	0
"16372"	"PTPRN2"	18	17	21	10	28	14
"16373"	"MIR153-2"	0	0	0	0	0	0
"16374"	"LOC105375615"	0	0	0	0	0	0
"16375"	"LOC105375614"	0	0	0	0	0	0
"16376"	"PTPRN2-AS1"	0	0	0	0	2	0
"16377"	"LOC105375613"	0	0	0	0	0	0
"16378"	"MIR595"	0	0	0	0	0	0
"16379"	"LINC01022"	0	0	0	0	0	0
"16380"	"MIR5707"	0	0	0	0	0	0
"16381"	"NCAPG2"	4436	4130	4162	4139	4538	4744
"16382"	"ESYT2"	7640	7339	7051	7108	7263	7335
"16383"	"LOC105379752"	11	7	4	7	11	11
"16384"	"DYNC2I1"	1209	1173	1023	953	885	903
"16385"	"LINC00689"	14	19	13	0	9	4
"16386"	"VIPR2"	22	12	8	5	7	7
"16387"	"LOC101927506"	54	52	45	39	41	40
"16388"	"OR4F21"	0	1	0	0	0	0
"16389"	"RPL23AP53"	426	448	390	441	424	464
"16390"	"ZNF596"	99	74	55	59	43	69
"16391"	"LOC101927566"	0	0	0	0	0	0
"16392"	"LOC105377773"	0	0	0	0	0	0
"16393"	"FAM87A"	2	1	1	2	4	2
"16394"	"FBXO25"	1341	1297	1227	1339	1485	1457
"16395"	"TDRP"	862	778	879	869	959	905
"16396"	"ERICH1"	963	980	896	1003	920	860
"16397"	"DLGAP2"	2	2	2	2	2	0
"16398"	"LOC401442"	0	0	0	0	0	0
"16399"	"LOC105377777"	0	0	0	0	0	0
"16400"	"LOC112268020"	0	0	0	0	0	0
"16401"	"LOC286083"	0	0	0	0	0	0
"16402"	"LOC105379585"	0	0	0	0	0	0
"16403"	"LOC105377775"	0	0	0	0	0	0
"16404"	"LOC105379586"	0	0	0	0	0	0
"16405"	"DLGAP2-AS1"	0	0	0	0	0	0
"16406"	"LOC105377778"	13	0	2	0	5	2
"16407"	"CLN8"	1289	1322	1147	1694	1613	1705
"16408"	"CLN8-AS1"	601	672	586	954	925	758
"16409"	"MIR3674"	3	0	0	1	1	0
"16410"	"LOC105377779"	2	0	2	2	1	0
"16411"	"MIR596"	0	0	0	1	0	0
"16412"	"ARHGEF10"	2000	1955	1845	2165	2117	2225
"16413"	"LOC100131395"	13	4	6	18	11	6
"16414"	"KBTBD11"	699	713	673	1378	1428	1453
"16415"	"KBTBD11-AS1"	22	27	22	32	30	33
"16416"	"KBTBD11-OT1"	11	10	11	18	9	8
"16417"	"MYOM2"	166	136	140	97	127	107
"16418"	"MIR7160"	0	0	0	0	0	0
"16419"	"LOC105377781"	0	0	0	0	0	0
"16420"	"LOC105377782"	0	0	0	0	0	0
"16421"	"LOC107986880"	0	0	0	0	0	0
"16422"	"LOC105377783"	0	0	0	0	0	0
"16423"	"LOC105377784"	0	0	0	0	0	0
"16424"	"LINC03021"	0	0	0	0	0	0
"16425"	"LOC107986865"	0	0	0	0	0	0
"16426"	"LOC105377785"	0	0	0	0	0	0
"16427"	"LOC105377786"	0	0	0	0	0	0
"16428"	"CSMD1"	0	0	0	0	0	0
"16429"	"LOC105377792"	0	0	0	0	0	0
"16430"	"LOC105377791"	0	0	0	0	0	0
"16431"	"LOC105377790"	0	0	0	0	0	0
"16432"	"LOC105377789"	0	0	0	0	0	0
"16433"	"LOC107986907"	0	0	0	0	0	0
"16434"	"LOC105377793"	0	0	0	0	0	0
"16435"	"LOC105377794"	0	0	0	0	0	0
"16436"	"LOC107986908"	0	0	0	0	0	0
"16437"	"LOC105377795"	0	0	0	0	0	0
"16438"	"LOC105377796"	0	0	0	0	0	0
"16439"	"LOC105377797"	0	0	0	0	0	0
"16440"	"MCPH1-DT"	165	148	148	167	159	153
"16441"	"MCPH1"	1047	906	1022	944	1009	1041
"16442"	"ANGPT2"	20	19	21	12	16	22
"16443"	"MCPH1-AS1"	24	19	13	16	20	23
"16444"	"MIR8055"	0	0	0	0	0	0
"16445"	"AGPAT5"	3928	3630	3461	3076	3506	3471
"16446"	"MIR4659A"	0	0	0	0	0	0
"16447"	"MIR4659B"	0	0	0	0	0	0
"16448"	"LOC107986909"	0	0	0	4	0	0
"16449"	"XKR5"	2	2	4	0	2	0
"16450"	"GS1-24F4.2"	0	0	1	2	0	0
"16451"	"DEFB1"	2	4	0	16	18	6
"16452"	"DEFA6"	0	0	0	0	0	0
"16453"	"DEFA4"	0	0	0	0	0	0
"16454"	"DEFA8P"	0	0	0	0	0	0
"16455"	"DEFA9P"	0	0	0	0	0	0
"16456"	"DEFA10P"	0	0	0	0	0	0
"16457"	"DEFA1"	0	0	0	0	0	1
"16458"	"DEFT1P"	0	0	0	0	0	0
"16459"	"DEFA1B"	0	0	0	0	0	1
"16460"	"DEFT1P2"	0	0	0	0	0	0
"16461"	"DEFA3"	0	0	0	0	0	0
"16462"	"DEFA11P"	0	0	0	0	0	0
"16463"	"DEFA5"	0	0	0	0	0	0
"16464"	"LOC105377799"	0	0	0	0	0	0
"16465"	"LOC105377803"	0	0	0	0	0	0
"16466"	"LOC101928095"	0	0	3	0	0	0
"16467"	"LINC00965"	1	2	3	2	3	3
"16468"	"FAM66B"	82	52	66	62	72	63
"16469"	"DEFB109B"	1	2	1	1	1	0
"16470"	"USP17L1"	0	0	0	0	0	1
"16471"	"USP17L4"	0	0	0	1	0	0
"16472"	"ZNF705G"	0	0	0	0	0	0
"16473"	"DEFB4B"	0	0	0	0	0	0
"16474"	"DEFB103B"	0	0	0	0	0	0
"16475"	"SPAG11B"	0	0	0	0	0	0
"16476"	"DEFB104B"	0	0	0	0	0	0
"16477"	"DEFB106B"	0	0	0	0	0	0
"16478"	"DEFB105B"	0	0	0	0	0	0
"16479"	"DEFB107B"	0	0	0	0	0	0
"16480"	"LOC105377801"	0	0	0	0	0	0
"16481"	"PRR23D1"	0	0	0	2	0	1
"16482"	"FAM90A7"	1	0	0	0	0	0
"16483"	"LOC105377800"	2	0	1	0	1	0
"16484"	"LOC107986910"	1	0	0	1	0	0
"16485"	"LOC101929400"	0	0	0	0	0	0
"16486"	"LOC105379215"	2	1	1	1	1	2
"16487"	"LOC107986912"	0	0	0	0	0	0
"16488"	"FAM90A10"	0	1	0	0	0	0
"16489"	"PRR23D2"	0	0	0	2	0	2
"16490"	"LOC105379216"	0	0	0	0	0	0
"16491"	"DEFB107A"	0	0	0	0	0	0
"16492"	"DEFB105A"	0	0	0	0	0	0
"16493"	"DEFB106A"	0	0	0	0	0	0
"16494"	"DEFB104A"	0	0	0	0	0	0
"16495"	"SPAG11A"	0	2	0	0	0	0
"16496"	"DEFB103A"	0	0	0	0	0	0
"16497"	"DEFB4A"	0	0	0	0	0	0
"16498"	"ZNF705B"	0	0	0	0	0	0
"16499"	"FAM66E"	18	16	13	21	18	13
"16500"	"USP17L8"	0	1	0	0	0	0
"16501"	"USP17L3"	0	0	0	0	0	0
"16502"	"MIR548I3"	0	0	0	0	0	0
"16503"	"FAM85B"	9	11	26	6	7	8
"16504"	"LOC112268014"	0	3	0	0	0	1
"16505"	"FAM86B3P"	90	98	111	96	79	77
"16506"	"PRAG1"	3690	3851	3651	2764	2864	2666
"16507"	"LOC105379222"	8	5	5	2	1	6
"16508"	"LOC107986913"	0	0	4	0	2	0
"16509"	"LOC105379224"	2	2	1	4	6	5
"16510"	"LOC105379225"	0	0	0	0	0	0
"16511"	"CLDN23"	382	325	348	391	434	409
"16512"	"MFHAS1"	3199	2923	2900	3736	4037	3954
"16513"	"ERI1"	1854	1744	1739	1653	1833	1813
"16514"	"LOC105379227"	2	2	0	0	2	1
"16515"	"MIR4660"	0	0	0	0	0	0
"16516"	"SNORD3I"	0	0	0	0	0	0
"16517"	"PPP1R3B"	612	604	560	1535	1591	1588
"16518"	"PPP1R3B-DT"	36	21	30	30	27	20
"16519"	"LOC101929128"	12	11	8	14	13	8
"16520"	"LOC157273"	0	0	0	0	0	0
"16521"	"LOC105379228"	0	0	0	0	0	0
"16522"	"LOC105379231"	0	0	0	0	0	0
"16523"	"LOC105379230"	0	0	0	0	0	0
"16524"	"TNKS"	2733	2269	2234	2550	2596	2750
"16525"	"MIR597"	0	0	0	0	0	0
"16526"	"MIR124-1HG"	0	0	0	0	0	0
"16527"	"MIR124-1"	0	0	0	0	0	0
"16528"	"MSRA-DT"	0	0	0	0	0	2
"16529"	"MSRA"	510	532	544	602	574	489
"16530"	"LINC03022"	3	0	0	0	0	0
"16531"	"LOC112268021"	12	14	8	7	12	10
"16532"	"PRSS55"	0	0	0	0	0	0
"16533"	"LOC105379237"	0	0	0	0	0	0
"16534"	"RP1L1"	5	2	6	2	6	3
"16535"	"MIR4286"	0	0	2	0	0	0
"16536"	"C8orf74"	2	5	2	0	0	0
"16537"	"SOX7"	53	43	50	14	24	20
"16538"	"LOC102723313"	3	5	5	0	2	0
"16539"	"PINX1"	593	626	627	490	554	434
"16540"	"MIR1322"	0	0	0	0	1	0
"16541"	"PINX1-DT"	2	4	0	0	0	0
"16542"	"LOC101929248"	0	0	0	0	0	0
"16543"	"LOC112268022"	0	0	0	0	0	0
"16544"	"XKR6"	0	0	0	1	0	0
"16545"	"MIR598"	0	0	0	0	0	0
"16546"	"LOC101929269"	0	0	0	0	2	0
"16547"	"LOC107986915"	0	0	0	0	0	0
"16548"	"MTMR9"	1282	1270	1171	1476	1505	1503
"16549"	"LOC101929290"	8	3	5	1	9	4
"16550"	"SLC35G5"	0	0	4	0	0	2
"16551"	"TDH"	5	3	4	0	3	5
